START	END	SITES
5574665	5576005	9
5577170	5577619	6
5578279	5578279	1
5579274	5579572	2
5580506	5582574	12
5583178	5583822	3
5584593	5585510	7
5586526	5588106	15
5588847	5589106	2
5589712	5591427	8
5592098	5592682	5
5593186	5595359	10
5596129	5599128	14
5599642	5601983	14
5602865	5606907	30
5607932	5609004	10
5609638	5612148	23
5613028	5613991	5
5614511	5614511	1
5615058	5615253	2
5615765	5616807	7
5617433	5617662	2
5618346	5619181	8
5619757	5619757	1
5621868	5621868	1
5622396	5623221	5
5623939	5624016	3
5624633	5624741	2
5625484	5625484	1
5626014	5626014	1
5626685	5629373	20
5630144	5631527	10
5632074	5632735	9
5633387	5633591	5
5634401	5634803	5
5635465	5635569	2
5636213	5636217	2
5636994	5638569	8
5639080	5639796	4
5640298	5640298	1
5641076	5642577	16
5643396	5644254	5
5644765	5644945	2
5645604	5646363	5
5646881	5648968	14
5649839	5651096	11
5651625	5652631	6
5653491	5654462	8
5655049	5655160	2
5655801	5658003	13
5658803	5659917	7
5660514	5661082	4
5661592	5663712	14
5664337	5667034	37
5668211	5670178	11
5671320	5675310	23
5676003	5677518	14
5678064	5679574	9
5680203	5681880	12
5683011	5684338	6
5684943	5685300	4
5685880	5686549	4
5687061	5689204	15
5689776	5689776	1
5690633	5692631	17
5693148	5694448	9
5694949	5697562	14
5698915	5700261	9
5701043	5701043	1
5701672	5701672	1
5702620	5704301	12
5704911	5705601	5
5706662	5707023	4
5707574	5707574	1
5708626	5710292	13
5711362	5712354	6
5712866	5712866	1
5713555	5714766	6
5715624	5716866	8
5718012	5718118	3
5718809	5721876	14
5722513	5722513	1
5723095	5723095	1
5723664	5727402	25
5727941	5728475	6
5729018	5731383	14
5731965	5736462	41
5737645	5738066	3
5738725	5738940	3
5739560	5741244	25
5741807	5742527	8
5743055	5745088	17
5745626	5751715	56
5752398	5752497	2
5753307	5753744	4
5754456	5763054	62
5763616	5766420	23
5766926	5769438	15
5769957	5776889	60
5777496	5778001	6
5778533	5781745	30
5782514	5798486	118
5799043	5800860	20
5801621	5802618	9
5803574	5804942	18
5805580	5806999	17
5807768	5812423	37
5813023	5821752	65
5822602	5822602	1
5823153	5826686	36
5827667	5831495	47
5832139	5832139	1
5832642	5835702	20
5836339	5840185	36
5840807	5840807	1
5841492	5847376	47
5847996	5857294	99
5857843	5861525	28
5862054	5864213	18
5864885	5869191	30
5869702	5870689	5
5871328	5872092	4
5872601	5873531	9
5874244	5876663	15
5877191	5877774	8
5878494	5884700	68
5885273	5889839	36
5890576	5902902	104
5903502	5908940	51
5909673	5915780	44
5916431	5916566	2
5917169	5923358	49
5924032	5928298	36
5928901	5928901	1
5929509	5931858	13
5932965	5933134	4
5933864	5934698	5
5935258	5937860	19
5938607	5945595	74
5946116	5947004	4
5947505	5949308	23
5949876	5953532	30
5954083	5954083	1
5954917	5957899	32
5958592	5958658	2
5959160	5963296	47
5963978	5965265	12
5965926	5966722	6
5967310	5976417	58
5977134	5980642	27
5981217	5981569	4
5982099	5984494	25
5985102	5985738	7
5986255	5988068	14
5989221	5989231	2
5989909	5990003	4
5990545	5995001	35
5995520	5995529	2
5996307	5999224	12
5999757	6000721	6
6001268	6001268	1
6002299	6004653	14
6005259	6006107	8
6007065	6007963	8
6009088	6010786	14
6011409	6012660	6
6013379	6014153	10
6014657	6015137	3
6015723	6015723	1
6017132	6017507	9
6018063	6018632	3
6019148	6020349	9
6021209	6021242	2
6021762	6023740	15
6024356	6027681	27
6028418	6029354	8
6029954	6030250	6
6030762	6033656	17
6034202	6035610	10
6036167	6036283	4
6037457	6037457	1
6038782	6038878	4
6039562	6040019	2
6040770	6041046	23
6041567	6041802	3
6042304	6043466	6
6044776	6047481	18
6047981	6049221	6
6050275	6052530	14
6053818	6056259	19
6056899	6057526	5
6058060	6058060	1
6059063	6059867	6
6061116	6061280	2
6062483	6062483	1
6063093	6063772	4
6064594	6066061	12
6066574	6066719	2
6067733	6067828	2
6068654	6068982	4
6069633	6071629	17
6072276	6074199	18
6075164	6076024	25
6077256	6079416	11
6080589	6090265	77
6091126	6091154	2
6091657	6091868	3
6092402	6093596	9
6094169	6094534	4
6095409	6095692	2
6097001	6097323	5
6097957	6100553	17
6101518	6101518	1
6102303	6102773	3
6103419	6103419	1
6103952	6105870	11
6106544	6107611	8
6108374	6108374	1
6109176	6109909	5
6110422	6113655	42
6114159	6114159	1
6114990	6117414	13
6118116	6118281	3
6119003	6119387	2
6119927	6125709	113
6126293	6129513	19
6130592	6131349	5
6131896	6138473	95
6139054	6141532	19
6142210	6142486	4
6143227	6143943	5
6144446	6150683	53
6151619	6152081	3
6153780	6154475	7
6155216	6157327	25
6157848	6158967	16
6159845	6160610	5
6161659	6164859	17
6165360	6166409	6
6166927	6168099	10
6168787	6169634	4
6170251	6170251	1
6170952	6176261	29
6176914	6179452	32
6179963	6179963	1
6180463	6182636	15
6183336	6183855	4
6184924	6187005	14
6188000	6194715	85
6195705	6196645	7
6197271	6197985	7
6198565	6199985	12
6200861	6202171	9
6203380	6207450	25
6207981	6216241	60
6216845	6220858	25
6221655	6238850	146
6239393	6248635	109
6249318	6250092	5
6250881	6251269	4
6252560	6253064	6
6253961	6255273	17
6256005	6256005	1
6256625	6257343	6
6258014	6258840	7
6260028	6260820	7
6261594	6262667	16
6263395	6263395	1
6263962	6264241	2
6264853	6265711	5
6266673	6267031	3
6267795	6268254	3
6269331	6269758	3
6270432	6270432	1
6271162	6272988	10
6273865	6273922	3
6274832	6275098	3
6275616	6275616	1
6276465	6278971	15
6279526	6279526	1
6280112	6280729	3
6281790	6286238	44
6286771	6287309	6
6287811	6288252	2
6289068	6289068	1
6289655	6289655	1
6290923	6293863	21
6294389	6294916	4
6295519	6296395	8
6296900	6297457	5
6298191	6298191	1
6298798	6302485	22
6303618	6304588	10
6305116	6305116	1
6305669	6306397	6
6307001	6307001	1
6307518	6310533	20
6311867	6312061	2
6313264	6313726	6
6314890	6316255	5
6316758	6319185	18
6320456	6321117	4
6321901	6322163	5
6322740	6322760	2
6323527	6323721	3
6324259	6325702	9
6326214	6326214	1
6326923	6327677	4
6328332	6329245	9
6329836	6330298	4
6330814	6335040	55
6335591	6335591	1
6336096	6337251	8
6337902	6337902	1
6338586	6341195	18
6341736	6342759	11
6343279	6343580	3
6345106	6346688	16
6347224	6350323	29
6351036	6356082	37
6356897	6358925	23
6359472	6360844	37
6361912	6364272	16
6364832	6365703	5
6366419	6370151	21
6370752	6373503	14
6375247	6375398	2
6376133	6376872	4
6377623	6377623	1
6378436	6378895	4
6379661	6379661	1
6381347	6384052	26
6384679	6385074	3
6385623	6386028	3
6386621	6387812	7
6388377	6389248	8
6389919	6390949	9
6391476	6395528	51
6396125	6398663	20
6399638	6399822	2
6400474	6402746	14
6403449	6403903	3
6404608	6407988	22
6408630	6409564	10
6410864	6411148	2
6412454	6415629	16
6416484	6416710	2
6417227	6418504	12
6419039	6433082	150
6433765	6434414	6
6435441	6436894	17
6437512	6439298	12
6440083	6442352	21
6443552	6446356	21
6446864	6454646	91
6455758	6457273	6
6458049	6458171	2
6458677	6458718	2
6459661	6469715	99
6470257	6472547	20
6473195	6480351	62
6480923	6487073	118
6487590	6487633	3
6488161	6488582	6
6489346	6489809	3
6490559	6648401	3282
6649693	6658935	200
6659539	6667214	63
6667802	6669087	17
6669846	6669846	1
6670386	6670877	5
6671703	6672075	5
6672612	6672998	6
6673624	6674191	4
6675082	6675547	7
6676452	6676979	4
6677558	6677709	2
6678347	6681646	36
6682526	6683005	4
6683624	6685647	14
6686421	6687388	7
6687928	6688059	2
6688613	6689691	12
6690522	6691375	5
6691934	6691934	1
6692464	6694973	33
6695622	6696220	8
6696771	6702991	64
6704037	6704631	7
6706303	6706788	8
6707423	6708498	22
6709119	6709119	1
6710089	6712258	23
6712899	6712899	1
6713890	6716175	20
6717029	6720314	26
6721181	6722759	11
6723314	6727431	33
6729875	6736451	101
6737273	6737578	2
6738923	6742844	23
6743462	6743759	4
6744395	6745362	9
6746115	6746590	3
6747591	6748993	51
6749525	6749854	2
6750496	6751239	8
6751930	6753157	6
6753922	6754129	3
6755007	6755119	2
6757066	6760317	15
6761133	6765268	26
6765784	6766123	5
6766823	6766836	2
6767416	6767416	1
6768207	6768916	5
6770445	6770745	7
6771647	6772691	11
6773312	6773487	5
6774414	6774414	1
6774984	6776021	7
6776604	6779765	43
6780281	6780281	1
6780859	6782181	9
6782696	6787512	28
6788251	6789840	8
6790474	6790474	1
6791600	6792812	6
6793435	6793855	3
6794669	6794669	1
6795401	6801023	43
6801794	6801794	1
6802556	6825061	194
6825585	6827545	14
6828207	6837161	73
6837925	6839572	13
6840316	6840430	3
6841008	6844539	42
6845208	6848680	24
6849251	6853022	21
6853630	6854183	3
6854981	6857502	26
6858002	6860337	23
6860880	6873204	106
6873705	6875224	8
6875758	6876195	4
6876918	6877365	9
6877868	6880904	25
6881701	6884508	25
6885368	6886646	10
6887389	6895775	69
6896327	6900788	29
6901381	6919288	149
6919989	6921195	11
6921961	6922034	2
6923656	6924183	4
6924817	6926741	10
6927559	6927568	2
6928297	6928587	3
6929095	6931099	12
6931616	6934152	17
6935061	6935443	6
6936098	6941605	40
6942165	6942880	7
6943412	6944632	8
6945369	6946212	8
6946985	6947168	2
6947773	6949574	13
6950308	6950331	2
6950883	6952845	12
6953370	6953370	1
6954202	6957521	27
6958044	6958248	3
6958872	6959259	4
6960256	6961573	6
6962517	6962517	1
6963904	6966403	20
6966980	6967528	4
6968140	6968630	4
6969140	6971065	13
6971729	6973315	10
6973964	6978408	123
6978982	6979984	13
6980621	6982015	5
6982530	6983686	7
6984413	6985752	11
6986287	6990878	36
6991423	6996171	37
6997249	6998961	8
6999504	6999504	1
7000371	7001976	16
7002872	7003540	5
7004350	7006737	18
7007487	7008665	5
7009177	7010010	11
7010688	7010885	5
7011624	7013287	24
7013787	7019389	146
7019973	7022070	13
7023281	7023296	2
7023884	7025990	20
7026804	7027850	6
7028403	7029618	10
7030202	7031971	13
7032479	7032553	3
7033094	7034623	19
7035760	7036826	6
7037390	7040280	17
7040997	7041938	6
7043136	7044320	11
7044858	7044911	2
7045621	7046331	7
7046887	7048179	12
7048820	7055312	78
7056246	7056281	2
7056858	7059321	48
7060211	7060211	1
7060805	7062490	9
7063132	7064351	8
7064960	7071049	44
7071578	7072509	4
7073160	7076184	40
7076709	7078021	11
7078533	7078533	1
7079445	7079840	2
7080409	7080735	2
7081287	7083203	24
7083755	7083953	2
7084694	7087639	22
7088254	7090986	17
7091826	7092032	3
7092699	7093860	9
7094686	7097640	22
7098291	7098601	5
7099323	7099351	2
7099918	7100172	3
7100699	7104375	31
7105057	7106370	12
7107112	7109621	24
7110153	7110153	1
7110879	7114434	19
7115694	7116894	11
7117580	7117834	4
7118441	7121624	18
7122372	7123286	9
7124015	7124377	3
7125537	7126328	8
7126834	7132820	35
7133537	7134236	6
7134836	7140366	56
7141727	7147436	100
7147969	7148097	4
7148781	7149111	3
7149646	7150747	6
7151303	7151303	1
7152366	7156704	30
7157989	7158534	3
7159155	7163092	28
7164094	7164129	2
7164899	7167460	12
7168077	7168123	2
7168730	7174490	30
7175130	7175130	1
7175641	7183124	108
7183631	7188157	39
7188722	7193061	26
7193649	7193818	3
7194674	7194674	1
7195519	7202938	189
7203779	7206751	13
7207316	7207326	2
7208349	7210391	18
7210960	7212403	17
7213117	7214433	8
7214945	7214945	1
7215460	7218131	29
7218868	7220749	20
7221760	7222752	6
7223817	7224607	5
7225273	7225457	2
7226273	7227191	10
7227709	7231202	25
7231712	7232723	15
7233311	7235269	13
7235793	7237300	12
7237868	7243143	48
7243758	7246247	17
7246793	7249789	24
7250596	7250596	1
7251495	7258611	80
7259134	7261199	20
7261832	7264447	16
7265021	7268189	28
7268866	7271028	19
7271646	7274236	21
7274914	7290788	367
7291304	7300040	123
7300588	7311255	380
7312006	7312584	4
7313123	7313123	1
7314308	7318376	35
7319527	7321141	12
7322031	7322714	4
7323646	7330366	50
7330914	7333823	20
7334355	7337659	25
7338159	7339085	9
7339608	7339930	4
7340734	7340890	2
7341401	7346102	31
7346650	7346724	2
7347263	7354622	67
7355129	7356247	10
7356831	7359734	34
7360237	7364930	32
7365514	7368421	34
7368924	7369094	4
7369601	7370719	10
7371303	7373972	33
7374475	7374949	9
7375534	7377673	17
7378176	7381079	34
7381663	7383802	17
7384305	7387207	34
7387791	7388909	10
7389416	7389586	4
7390089	7392996	34
7393580	7394698	10
7395204	7395375	4
7395878	7398782	34
7399366	7400485	10
7400992	7401162	4
7401665	7404572	34
7405156	7406271	10
7406778	7406949	4
7407452	7410361	34
7410945	7412064	9
7412571	7412741	4
7413244	7416147	34
7416731	7417846	10
7418353	7418523	4
7419026	7421933	35
7422517	7422787	5
7423301	7423301	1
7423808	7423978	4
7424481	7427386	33
7427971	7429090	10
7429768	7429938	4
7430441	7433346	34
7433930	7435048	10
7435556	7435726	4
7436229	7439132	34
7439716	7440834	10
7441341	7441511	4
7442014	7444917	33
7445501	7446619	10
7447127	7447297	4
7447800	7450707	34
7451291	7452410	9
7452918	7453089	4
7453592	7456498	35
7457083	7458205	10
7458713	7458883	4
7459386	7462289	35
7462873	7463991	10
7464498	7464668	4
7465171	7468074	32
7468658	7469776	10
7470284	7470454	4
7470957	7473857	33
7474441	7475560	10
7476067	7476238	4
7476741	7479644	34
7480230	7481348	10
7481855	7482025	4
7482528	7485437	34
7486021	7487139	10
7487817	7487987	4
7488490	7491398	35
7491982	7492252	5
7492766	7492766	1
7493273	7493443	4
7493946	7496847	35
7497431	7498549	10
7499056	7499226	4
7499729	7502632	34
7503216	7504334	10
7504841	7505011	4
7505514	7508421	34
7509005	7510120	10
7510627	7510797	4
7511300	7514203	35
7514787	7515571	6
7516078	7516248	4
7516751	7519656	34
7520240	7521359	10
7521866	7522036	4
7522539	7525442	34
7526027	7526990	9
7527652	7527822	4
7528325	7531228	34
7531812	7532930	10
7533437	7533607	4
7534111	7537015	34
7537600	7538718	10
7539225	7539395	4
7539898	7542808	33
7543393	7544512	10
7545018	7545188	4
7545692	7548596	33
7549180	7550298	10
7550803	7550973	4
7551476	7554378	34
7554962	7557099	16
7557602	7560506	34
7561090	7562209	10
7562714	7562884	4
7563387	7566292	34
7566876	7567995	10
7568502	7568672	4
7569175	7570895	20
7571481	7572599	10
7573106	7573276	4
7573780	7576682	34
7577267	7578386	10
7578893	7579063	4
7579563	7582467	34
7583051	7585870	33
7586455	7587573	10
7588251	7588421	4
7588924	7591827	33
7592411	7594545	17
7595048	7597952	35
7598536	7599655	10
7600162	7600332	4
7600836	7602038	12
7602545	7604739	23
7605242	7605412	4
7605919	7607035	9
7607804	7610693	32
7611196	7611366	4
7612196	7613159	9
7613743	7616650	34
7617153	7617323	4
7618003	7619121	10
7619705	7622608	33
7623108	7623275	4
7623782	7626605	20
7627189	7630068	45
7630635	7632268	10
7632786	7636007	35
7636568	7638868	33
7639565	7640019	8
7640593	7643108	20
7643614	7644956	14
7645642	7645960	4
7646478	7647875	17
7648513	7650708	26
7651243	7653508	15
7654079	7654079	1
7654713	7657535	21
7658127	7669133	110
7669882	7675909	79
7676459	7684026	70
7684539	7693141	104
7693726	7711789	193
7712292	7719493	67
7719998	7730884	82
7731495	7756974	271
7757554	7805095	501
7805687	7822667	171
7823185	7823692	6
7824341	7829355	30
7830089	7831107	10
7831850	7837411	63
7838004	7859703	208
7860214	7878761	150
7879321	7882161	18
7882670	7884178	10
7884743	7902853	146
7903367	7905224	17
7905735	7912825	65
7913595	7913918	4
7914495	7917180	29
7917835	7936988	157
7937650	7946530	80
7947048	7952695	51
7953216	7958042	41
7958825	7959359	11
7959942	7966615	91
7967564	7968856	20
7969672	7979006	121
7979591	7985701	67
7986208	7987727	17
7988330	7988330	1
7988980	7989110	3
7989859	7997251	110
7998039	7999608	13
8000164	8000413	6
8000950	8006039	55
8006608	8006608	1
8007302	8007564	3
8008101	8012005	35
8012584	8014079	15
8014580	8015281	8
8015787	8016586	6
8017719	8030059	415
8030562	8039920	81
8040528	8042152	10
8042725	8044372	15
8045114	8047032	15
8047656	8061631	162
8062409	8062660	5
8063485	8064485	5
8065073	8065456	6
8065980	8068250	13
8068783	8069747	8
8070395	8083094	251
8083815	8085079	16
8086026	8086026	1
8086892	8086928	2
8087556	8096442	231
8097027	8097027	1
8097926	8108193	88
8109159	8109159	1
8109709	8109842	3
8110467	8115028	72
8115617	8124785	78
8125445	8128990	45
8129536	8129858	8
8130375	8130749	3
8131335	8131857	9
8132484	8139128	111
8139766	8140138	5
8140759	8142122	14
8142906	8148531	42
8149066	8152522	33
8153207	8153655	5
8154225	8154225	1
8155158	8157488	34
8158188	8161583	41
8162098	8162958	9
8163511	8163585	2
8164087	8165577	12
8166631	8169146	28
8169771	8171682	11
8172192	8174982	29
8175592	8175998	5
8176512	8176512	1
8177023	8178196	8
8178706	8179034	5
8180127	8180127	1
8180646	8181596	5
8182327	8182978	5
8183966	8184658	5
8185347	8187130	11
8188252	8188264	2
8189495	8195832	52
8196382	8200231	26
8201034	8204458	22
8205177	8205431	6
8205940	8206544	4
8207097	8208557	11
8209627	8210819	8
8211779	8230870	365
8231539	8248319	411
8248860	8257977	277
8258597	8259200	5
8259706	8262854	19
8263480	8263480	1
8264312	8265144	7
8265654	8267171	17
8267753	8268181	4
8268724	8268724	1
8269864	8275009	38
8276820	8277012	3
8277528	8277528	1
8278680	8279753	9
8280283	8282357	21
8283598	8285070	14
8285680	8291476	49
8292097	8292236	3
8293035	8300639	57
8301310	8302094	5
8302630	8303048	3
8303893	8306651	19
8307495	8307849	3
8308435	8308892	9
8309410	8310613	8
8311216	8316170	37
8316960	8317325	4
8317927	8319228	9
8320302	8321066	4
8321603	8322195	6
8322832	8322887	2
8323572	8324228	15
8324811	8327862	22
8328513	8337715	76
8338261	8340831	22
8341427	8348591	75
8349099	8357880	196
8358390	8358423	2
8358946	8361481	17
8361997	8362667	8
8363347	8363864	4
8364380	8367458	19
8368050	8368050	1
8368947	8368947	1
8369452	8375507	104
8376086	8378224	41
8379161	8380820	12
8381338	8381871	4
8382391	8384697	19
8385346	8386646	15
8387169	8387243	2
8387750	8390375	26
8390918	8397679	60
8398312	8620206	5475
8620951	8620951	1
8621897	8623128	12
8623859	8631132	62
8631876	8634574	26
8635158	8640573	54
8641104	8651538	85
8652147	8654069	10
8655176	8655251	2
8655896	8656551	10
8657475	8659216	62
8659810	8663921	46
8664496	8664628	4
8665205	8665285	2
8666243	8666991	6
8667545	8668682	6
8669292	8670300	7
8670834	8672468	19
8673141	8673409	8
8674523	8678540	62
8679317	8680986	23
8681576	8687546	62
8688342	8689598	17
8690165	8690834	14
8691495	8701307	153
8701841	8704211	23
8704746	8710789	61
8711605	8711605	1
8712387	8712592	4
8713111	8714879	14
8715971	8718420	17
8718951	8719161	5
8719676	8722676	23
8723239	8725735	46
8726526	8729217	26
8729801	8730171	9
8730672	8730672	1
8731172	8733746	12
8734318	8734318	1
8735568	8735742	2
8736318	8737714	10
8738847	8742446	23
8743350	8751162	86
8751716	8752760	4
8753294	8753675	3
8754776	8755705	6
8756280	8756626	3
8757221	8757221	1
8757813	8762553	32
8763069	8765538	17
8766099	8766304	2
8766920	8768117	7
8768726	8770186	10
8771030	8771245	5
8771944	8773784	8
8774645	8774828	5
8775339	8775339	1
8776232	8778035	13
8778633	8779564	10
8780417	8783229	26
8783762	8785990	13
8787092	8787221	2
8787925	8790623	21
8791175	8795592	54
8796102	8796886	10
8797495	8801839	38
8802511	8805889	50
8807100	8811847	42
8812410	8818444	64
8819231	8820495	13
8821023	8828667	223
8829437	8829895	5
8830416	8830957	7
8831598	8831658	3
8833033	8833033	1
8833593	8833967	3
8834527	8834864	3
8836173	8836173	1
8837139	8842393	51
8842894	8843658	3
8844352	8846378	12
8847304	8850877	111
8851693	8852133	3
8853083	8853097	2
8854047	8864509	136
8865230	8867057	14
8868043	8872721	31
8873384	8873522	2
8874533	8875763	8
8876322	8876711	4
8877274	8885837	53
8886399	8886634	3
8887257	8887257	1
8887942	8888736	5
8889445	8890900	8
8891667	8892427	7
8892934	8894533	9
8895119	8895526	5
8896037	8897636	28
8898554	8899122	5
8899775	8901319	11
8902153	8903298	9
8903851	8904546	6
8905152	8907220	21
8907725	8909079	12
8909858	8915572	41
8916116	8920503	25
8921285	8925143	25
8925644	8925928	2
8926467	8926632	3
8927503	8928147	4
8928933	8929608	4
8930131	8930208	2
8930926	8936539	25
8937368	8938309	4
8938962	8941946	17
8942581	8944688	45
8945498	8946420	9
8947218	8950429	24
8951019	8952272	14
8953605	8953706	2
8954777	8955369	3
8956107	8956107	1
8956669	8957171	3
8957775	8958288	4
8958792	8958792	1
8959370	8960749	9
8961453	8961533	2
8962479	8962491	2
8963008	8966238	18
8967188	8968513	14
8970657	8970868	3
8971591	8975158	27
8975977	8976835	9
8977521	8978108	6
8978895	8980650	15
8981834	8982421	5
8983445	8984430	10
8985257	8987656	11
8988171	8990342	20
8991416	8991677	3
8992451	8992451	1
8993263	8993971	5
8994624	8995616	11
8996277	8997235	9
8997797	8997971	2
8998656	8999533	4
9000034	9002852	37
9003390	9008728	50
9009330	9014614	36
9015577	9016388	7
9017160	9018100	14
9018724	9018983	4
9019532	9022830	20
9023504	9028798	35
9029554	9031957	16
9032677	9034075	10
9034661	9036464	12
9036989	9037747	7
9038284	9038510	2
9039100	9045352	52
9045884	9049280	33
9049939	9052238	26
9053271	9053271	1
9053801	9054595	5
9055566	9062301	47
9062885	9065076	19
9066554	9066735	3
9067795	9068899	10
9069536	9069752	3
9070275	9070706	4
9071354	9071552	2
9072131	9073944	21
9074681	9074745	2
9075277	9076421	7
9077077	9079288	11
9079941	9080718	7
9081220	9081321	3
9082834	9083547	4
9084109	9084508	4
9085256	9085256	1
9086523	9086523	1
9087809	9090701	19
9091259	9091783	6
9092374	9095844	23
9096622	9101647	41
9102331	9103445	7
9104082	9105152	13
9105690	9108914	29
9109720	9110485	7
9111210	9113987	22
9114715	9115478	12
9116000	9124765	83
9125417	9125868	4
9126581	9127599	18
9128298	9131029	15
9131760	9131760	1
9132539	9132539	1
9133134	9133492	3
9134213	9134578	2
9135100	9141335	58
9141858	9146566	42
9147178	9147912	4
9148501	9151815	39
9152535	9152734	3
9153304	9158275	84
9158909	9161646	26
9162425	9163985	9
9164736	9175021	94
9175629	9180553	52
9181272	9185099	43
9185672	9186948	13
9187604	9188207	8
9188883	9198135	77
9198705	9201886	59
9202456	9203124	9
9204233	9207339	37
9207907	9211240	41
9211865	9213711	18
9214227	9215414	12
9215942	9225845	127
9226394	9235172	116
9235982	9239408	47
9240137	9240964	5
9241807	9251537	197
9252093	9252821	15
9253450	9276615	252
9277567	9277872	5
9278727	9284554	47
9285140	9291377	193
9291881	9293239	16
9293916	9297480	35
9298352	9299224	7
9299760	9299821	2
9300526	9302772	17
9303324	9318615	165
9319126	9326861	162
9327875	9336448	87
9337176	9337176	1
9338083	9340333	13
9340977	9340977	1
9341632	9343604	25
9344290	9346338	10
9347061	9353688	70
9354208	9354218	2
9354945	9356265	13
9356803	9356992	3
9357599	9358542	5
9359202	9362093	35
9362830	9365595	28
9366211	9381235	220
9383266	9384814	15
9385384	9385422	2
9386359	9390170	23
9390848	9390848	1
9391353	9393508	28
9394344	9396533	16
9397079	9399233	12
9399962	9400502	5
9401270	9401671	3
9402179	9404261	29
9404770	9407963	109
9408648	9412709	45
9413262	9416827	49
9417400	9417900	3
9418651	9419186	5
9419915	9421115	11
9421836	9423164	8
9423907	9425822	14
9427003	9427387	6
9427969	9430115	15
9430620	9434269	32
9435110	9435240	2
9435882	9437412	13
9437917	9437917	1
9438540	9443173	40
9443815	9448385	33
9449019	9450924	12
9451510	9452465	4
9452974	9454226	11
9454887	9454887	1
9455413	9455733	9
9456295	9459076	33
9459581	9459929	2
9462453	9466600	31
9467127	9468732	20
9469421	9471074	16
9471648	9483178	67
9483843	9483978	3
9484495	9484872	9
9486032	9487983	24
9488859	9489009	2
9489542	9493432	47
9493952	9493952	1
9494775	9497088	18
9497859	9500321	28
9500913	9500913	1
9501478	9503345	15
9503926	9505673	29
9506282	9506592	2
9507150	9507604	4
9508196	9509829	16
9510546	9511437	9
9512061	9516721	35
9517375	9518617	10
9519270	9519637	8
9520205	9524471	40
9525076	9525796	6
9526420	9527858	14
9528366	9535981	196
9536601	9539608	30
9540170	9543043	40
9543632	9543891	11
9544392	9546929	31
9547470	9548073	5
9549008	9550074	8
9550735	9551094	3
9551599	9558163	67
9559093	9563290	30
9563945	9564663	13
9565506	9566937	14
9567477	9571461	28
9572163	9573724	22
9574329	9574329	1
9575132	9579049	37
9579737	9581355	12
9582032	9582158	3
9583065	9585191	30
9585776	9587975	30
9588560	9589771	23
9590342	9593322	26
9593862	9594923	7
9595749	9599884	39
9600527	9605138	45
9605649	9606281	9
9607250	9609507	14
9610091	9610927	7
9611441	9613498	12
9614046	9615355	9
9615868	9616162	9
9616835	9617277	9
9618612	9619203	5
9619867	9625183	47
9625744	9631493	59
9632282	9632708	2
9633472	9637189	28
9637736	9640289	28
9640960	9648423	61
9649228	9649646	4
9650322	9652996	22
9653628	9653740	4
9654378	9654792	4
9655309	9656282	8
9657155	9657204	3
9657750	9662395	51
9663040	9663333	2
9664273	9675161	117
9675739	9676763	15
9677580	9682099	38
9682879	9686620	59
9687123	9688243	11
9689145	9692720	34
9693455	9693455	1
9694023	9695507	20
9696295	9701015	36
9701728	9707909	38
9709029	9709683	9
9710264	9712130	17
9713943	9719106	35
9719962	9723787	42
9724463	9724812	6
9725538	9725788	6
9726317	9726550	4
9727055	9728504	13
9729412	9735151	38
9736171	9736348	3
9736882	9738956	16
9739580	9740367	5
9741143	9743868	29
9744837	9745406	4
9745950	9750562	94
9751404	9754394	20
9755008	9755008	1
9755529	9755529	1
9756113	9756312	3
9756853	9756853	1
9757377	9757834	7
9759304	9759721	22
9760816	9762055	12
9762624	9762624	1
9763324	9764415	13
9765221	9765881	6
9766831	9766943	2
9767541	9768521	9
9769106	9770412	37
9771191	9778854	183
9779461	9783349	34
9783871	9794001	86
9794546	9797423	27
9798147	9798632	9
9799531	9800096	5
9800623	9800623	1
9801166	9803803	20
9804415	9805115	5
9805624	9808320	19
9808879	9809557	5
9811010	9813511	13
9814414	9814705	4
9815421	9815477	2
9816180	9818112	15
9818667	9820654	17
9821429	9824394	24
9825218	9828026	20
9828904	9828904	1
9829558	9831401	18
9832177	9832235	2
9832763	9833158	3
9834266	9835106	6
9835683	9837360	11
9838070	9839423	14
9840454	9842179	17
9842873	9842873	1
9843573	9844744	15
9845428	9846583	11
9847189	9848046	5
9848689	9851051	37
9851750	9852216	4
9852817	9858411	42
9858971	9861200	33
9862077	9862077	1
9862604	9865752	22
9867084	9867685	5
9868365	9870083	42
9870584	9871257	6
9872089	9875883	37
9876624	9878064	13
9878982	9882534	18
9883100	9883650	6
9884305	9884565	4
9885206	9886974	14
9887521	9887940	3
9888649	9889430	5
9890387	9890563	4
9891217	9893565	11
9894191	9894816	4
9895322	9896410	7
9896967	9896967	1
9897480	9897480	1
9898156	9898432	23
9899252	9899761	3
9900562	9900568	2
9901423	9901423	1
9903086	9904223	8
9904758	9905005	4
9905866	9906066	2
9906714	9908522	19
9909113	9909932	4
9910439	9910928	6
9911883	9912160	3
9913235	9913235	1
9914373	9915349	25
9916863	9916871	2
9917641	9917979	3
9918561	9918561	1
9919349	9919361	2
9920214	9921694	27
9922216	9922496	6
9923761	9925529	14
9926200	9927363	11
9928503	9928722	5
9929272	9930901	8
9931561	9931669	4
9932270	9932434	2
9933302	9934256	10
9934771	9935504	5
9936043	9936201	2
9936949	9939271	21
9939802	9940188	3
9940869	9942207	10
9942993	9945025	13
9945627	9947580	10
9948186	9948186	1
