START	END	SITES
5482777	5483336	7
5483849	5483850	1
5484788	5485134	2
5485958	5488030	14
5489127	5490373	8
5490928	5491605	10
5492191	5492261	3
5492807	5494271	13
5494988	5501404	120
5502043	5502783	7
5503351	5504451	24
5505120	5505121	1
5505843	5506386	3
5506894	5506895	1
5507488	5507532	2
5508943	5512662	20
5513426	5513427	1
5514273	5514363	3
5515166	5519375	72
5519954	5521452	19
5522228	5522727	2
5523276	5524838	26
5525736	5529609	32
5530129	5530130	1
5530706	5530707	1
5531419	5532170	23
5532943	5533685	5
5534773	5534912	2
5535455	5536778	8
5537417	5537508	2
5538091	5539857	17
5540683	5540684	1
5541415	5542347	5
5543090	5543876	8
5544379	5546497	12
5547371	5550623	22
5551271	5551272	1
5552120	5552913	8
5553584	5553613	2
5554498	5555968	8
5556512	5557494	7
5558132	5558484	5
5559247	5560295	6
5560871	5561143	3
5562005	5562006	1
5562650	5565010	20
5565642	5567928	36
5568806	5568985	2
5569818	5569819	1
5570350	5571032	4
5571564	5572635	15
5573268	5573310	2
5574036	5574142	3
5574665	5576006	9
5577170	5577620	6
5578279	5578280	1
5579274	5579573	2
5580506	5582575	12
5583178	5583823	3
5584593	5585511	7
5586526	5588107	15
5588847	5589107	2
5589712	5591428	8
5592098	5592683	5
5593186	5595360	10
5596129	5599129	14
5599642	5601984	14
5602865	5606908	30
5607932	5609005	10
5609638	5612149	23
5613028	5613992	5
5614511	5614512	1
5615058	5615254	2
5615765	5616808	7
5617433	5617663	2
5618346	5619182	8
5619757	5619758	1
5621868	5621869	1
5622396	5623222	5
5623939	5624017	3
5624633	5624742	2
5625484	5625485	1
5626014	5626015	1
5626685	5629374	20
5630144	5631528	10
5632074	5632736	9
5633387	5633592	5
5634401	5634804	5
5635465	5635570	2
5636213	5636218	2
5636994	5638570	8
5639080	5639797	4
5640298	5640299	1
5641076	5642578	16
5643396	5644255	5
5644765	5644946	2
5645604	5646364	5
5646881	5648969	14
5649839	5651097	11
5651625	5652632	6
5653491	5654463	8
5655049	5655161	2
5655801	5658004	13
5658803	5659918	7
5660514	5661083	4
5661592	5663713	14
5664337	5667035	37
5668211	5670179	11
5671320	5675311	23
5676003	5677519	14
5678064	5679575	9
5680203	5681881	12
5683011	5684339	6
5684943	5685301	4
5685880	5686550	4
5687061	5689205	15
5689776	5689777	1
5690633	5692632	17
5693148	5694449	9
5694949	5697563	14
5698915	5700262	9
5701043	5701044	1
5701672	5701673	1
5702620	5704302	12
5704911	5705602	5
5706662	5707024	4
5707574	5707575	1
5708626	5710293	13
5711362	5712355	6
5712866	5712867	1
5713555	5714767	6
5715624	5716867	8
5718012	5718119	3
5718809	5721877	14
5722513	5722514	1
5723095	5723096	1
5723664	5727403	25
5727941	5728476	6
5729018	5731384	14
5731965	5736463	41
5737645	5738067	3
5738725	5738941	3
5739560	5741245	25
5741807	5742528	8
5743055	5745089	17
5745626	5751716	56
5752398	5752498	2
5753307	5753745	4
5754456	5763055	62
5763616	5766421	23
5766926	5769439	15
5769957	5776890	60
5777496	5778002	6
5778533	5781746	30
5782514	5798487	118
5799043	5800861	20
5801621	5802619	9
5803574	5804943	18
5805580	5807000	17
5807768	5812424	37
5813023	5821753	65
5822602	5822603	1
5823153	5826687	36
5827667	5831496	47
5832139	5832140	1
5832642	5835703	20
5836339	5840186	36
5840807	5840808	1
5841492	5847377	47
5847996	5857295	99
5857843	5861526	28
5862054	5864214	18
5864885	5869192	30
5869702	5870690	5
5871328	5872093	4
5872601	5873532	9
5874244	5876664	15
5877191	5877775	8
5878494	5884701	68
5885273	5889840	36
5890576	5902903	104
5903502	5908941	51
5909673	5915781	44
5916431	5916567	2
5917169	5923359	49
5924032	5928299	36
5928901	5928902	1
5929509	5931859	13
5932965	5933135	4
5933864	5934699	5
5935258	5937861	19
5938607	5945596	74
5946116	5947005	4
5947505	5949309	23
5949876	5953533	30
5954083	5954084	1
5954917	5957900	32
5958592	5958659	2
5959160	5963297	47
5963978	5965266	12
5965926	5966723	6
5967310	5976418	58
5977134	5980643	27
5981217	5981570	4
5982099	5984495	25
5985102	5985739	7
5986255	5988069	14
5989221	5989232	2
5989909	5990004	4
5990545	5995002	35
5995520	5995530	2
5996307	5999225	12
5999757	6000722	6
6001268	6001269	1
6002299	6004654	14
6005259	6006108	8
6007065	6007964	8
6009088	6010787	14
6011409	6012661	6
6013379	6014154	10
6014657	6015138	3
6015723	6015724	1
6017132	6017508	9
6018063	6018633	3
6019148	6020350	9
6021209	6021243	2
6021762	6023741	15
6024356	6027682	27
6028418	6029355	8
6029954	6030251	6
6030762	6033657	17
6034202	6035611	10
6036167	6036284	4
6037457	6037458	1
6038782	6038879	4
6039562	6040020	2
6040770	6041047	23
6041567	6041803	3
6042304	6043467	6
6044776	6047482	18
6047981	6049222	6
6050275	6052531	14
6053818	6056260	19
6056899	6057527	5
6058060	6058061	1
6059063	6059868	6
6061116	6061281	2
6062483	6062484	1
6063093	6063773	4
6064594	6066062	12
6066574	6066720	2
6067733	6067829	2
6068654	6068983	4
6069633	6071630	17
6072276	6074200	18
6075164	6076025	25
6077256	6079417	11
6080589	6090266	77
6091126	6091155	2
6091657	6091869	3
6092402	6093597	9
6094169	6094535	4
6095409	6095693	2
6097001	6097324	5
6097957	6100554	17
6101518	6101519	1
6102303	6102774	3
6103419	6103420	1
6103952	6105871	11
6106544	6107612	8
6108374	6108375	1
6109176	6109910	5
6110422	6113656	42
6114159	6114160	1
6114990	6117415	13
6118116	6118282	3
6119003	6119388	2
6119927	6125710	113
6126293	6129514	19
6130592	6131350	5
6131896	6138474	95
6139054	6141533	19
6142210	6142487	4
6143227	6143944	5
6144446	6150684	53
6151619	6152082	3
6153780	6154476	7
6155216	6157328	25
6157848	6158968	16
6159845	6160611	5
6161659	6164860	17
6165360	6166410	6
6166927	6168100	10
6168787	6169635	4
6170251	6170252	1
6170952	6176262	29
6176914	6179453	32
6179963	6179964	1
6180463	6182637	15
6183336	6183856	4
6184924	6187006	14
6188000	6194716	85
6195705	6196646	7
6197271	6197986	7
6198565	6199986	12
6200861	6202172	9
6203380	6207451	25
6207981	6216242	60
6216845	6220859	25
6221655	6238851	146
6239393	6248636	109
6249318	6250093	5
6250881	6251270	4
6252560	6253065	6
6253961	6255274	17
6256005	6256006	1
6256625	6257344	6
6258014	6258841	7
6260028	6260821	7
6261594	6262668	16
6263395	6263396	1
6263962	6264242	2
6264853	6265712	5
6266673	6267032	3
6267795	6268255	3
6269331	6269759	3
6270432	6270433	1
6271162	6272989	10
6273865	6273923	3
6274832	6275099	3
6275616	6275617	1
6276465	6278972	15
6279526	6279527	1
6280112	6280730	3
6281790	6286239	44
6286771	6287310	6
6287811	6288253	2
6289068	6289069	1
6289655	6289656	1
6290923	6293864	21
6294389	6294917	4
6295519	6296396	8
6296900	6297458	5
6298191	6298192	1
6298798	6302486	22
6303618	6304589	10
6305116	6305117	1
6305669	6306398	6
6307001	6307002	1
6307518	6310534	20
6311867	6312062	2
6313264	6313727	6
6314890	6316256	5
6316758	6319186	18
6320456	6321118	4
6321901	6322164	5
6322740	6322761	2
6323527	6323722	3
6324259	6325703	9
6326214	6326215	1
6326923	6327678	4
6328332	6329246	9
6329836	6330299	4
6330814	6335041	55
6335591	6335592	1
6336096	6337252	8
6337902	6337903	1
6338586	6341196	18
6341736	6342760	11
6343279	6343581	3
6345106	6346689	16
6347224	6350324	29
6351036	6356083	37
6356897	6358926	23
6359472	6360845	37
6361912	6364273	16
6364832	6365704	5
6366419	6370152	21
6370752	6373504	14
6375247	6375399	2
6376133	6376873	4
6377623	6377624	1
6378436	6378896	4
6379661	6379662	1
6381347	6384053	26
6384679	6385075	3
6385623	6386029	3
6386621	6387813	7
6388377	6389249	8
6389919	6390950	9
6391476	6395529	51
6396125	6398664	20
6399638	6399823	2
6400474	6402747	14
6403449	6403904	3
6404608	6407989	22
6408630	6409565	10
6410864	6411149	2
6412454	6415630	16
6416484	6416711	2
6417227	6418505	12
6419039	6433083	150
6433765	6434415	6
6435441	6436895	17
6437512	6439299	12
6440083	6442353	21
6443552	6446357	21
6446864	6454647	91
6455758	6457274	6
6458049	6458172	2
6458677	6458719	2
6459661	6469716	99
6470257	6472548	20
6473195	6480352	62
6480923	6487074	118
6487590	6487634	3
6488161	6488583	6
6489346	6489810	3
6490559	6648402	3282
6649693	6658936	200
6659539	6667215	63
6667802	6669088	17
6669846	6669847	1
6670386	6670878	5
6671703	6672076	5
6672612	6672999	6
6673624	6674192	4
6675082	6675548	7
6676452	6676980	4
6677558	6677710	2
6678347	6681647	36
6682526	6683006	4
6683624	6685648	14
6686421	6687389	7
6687928	6688060	2
6688613	6689692	12
6690522	6691376	5
6691934	6691935	1
6692464	6694974	33
6695622	6696221	8
6696771	6702992	64
6704037	6704632	7
6706303	6706789	8
6707423	6708499	22
6709119	6709120	1
6710089	6712259	23
6712899	6712900	1
6713890	6716176	20
6717029	6720315	26
6721181	6722760	11
6723314	6727432	33
6729875	6736452	101
6737273	6737579	2
6738923	6742845	23
6743462	6743760	4
6744395	6745363	9
6746115	6746591	3
6747591	6748994	51
6749525	6749855	2
6750496	6751240	8
6751930	6753158	6
6753922	6754130	3
6755007	6755120	2
6757066	6760318	15
6761133	6765269	26
6765784	6766124	5
6766823	6766837	2
6767416	6767417	1
6768207	6768917	5
6770445	6770746	7
6771647	6772692	11
6773312	6773488	5
6774414	6774415	1
6774984	6776022	7
6776604	6779766	43
6780281	6780282	1
6780859	6782182	9
6782696	6787513	28
6788251	6789841	8
6790474	6790475	1
6791600	6792813	6
6793435	6793856	3
6794669	6794670	1
6795401	6801024	43
6801794	6801795	1
6802556	6825062	194
6825585	6827546	14
6828207	6837162	73
6837925	6839573	13
6840316	6840431	3
6841008	6844540	42
6845208	6848681	24
6849251	6853023	21
6853630	6854184	3
6854981	6857503	26
6858002	6860338	23
6860880	6873205	106
6873705	6875225	8
6875758	6876196	4
6876918	6877366	9
6877868	6880905	25
6881701	6884509	25
6885368	6886647	10
6887389	6895776	69
6896327	6900789	29
6901381	6919289	149
6919989	6921196	11
6921961	6922035	2
6923656	6924184	4
6924817	6926742	10
6927559	6927569	2
6928297	6928588	3
6929095	6931100	12
6931616	6934153	17
6935061	6935444	6
6936098	6941606	40
6942165	6942881	7
6943412	6944633	8
6945369	6946213	8
6946985	6947169	2
6947773	6949575	13
6950308	6950332	2
6950883	6952846	12
6953370	6953371	1
6954202	6957522	27
6958044	6958249	3
6958872	6959260	4
6960256	6961574	6
6962517	6962518	1
6963904	6966404	20
6966980	6967529	4
6968140	6968631	4
6969140	6971066	13
6971729	6973316	10
6973964	6978409	123
6978982	6979985	13
6980621	6982016	5
6982530	6983687	7
6984413	6985753	11
6986287	6990879	36
6991423	6996172	37
6997249	6998962	8
6999504	6999505	1
7000371	7001977	16
7002872	7003541	5
7004350	7006738	18
7007487	7008666	5
7009177	7010011	11
7010688	7010886	5
7011624	7013288	24
7013787	7019390	146
7019973	7022071	13
7023281	7023297	2
7023884	7025991	20
7026804	7027851	6
7028403	7029619	10
7030202	7031972	13
7032479	7032554	3
7033094	7034624	19
7035760	7036827	6
7037390	7040281	17
7040997	7041939	6
7043136	7044321	11
7044858	7044912	2
7045621	7046332	7
7046887	7048180	12
7048820	7055313	78
7056246	7056282	2
7056858	7059322	48
7060211	7060212	1
7060805	7062491	9
7063132	7064352	8
7064960	7071050	44
7071578	7072510	4
7073160	7076185	40
7076709	7078022	11
7078533	7078534	1
7079445	7079841	2
7080409	7080736	2
7081287	7083204	24
7083755	7083954	2
7084694	7087640	22
7088254	7090987	17
7091826	7092033	3
7092699	7093861	9
7094686	7097641	22
7098291	7098602	5
7099323	7099352	2
7099918	7100173	3
7100699	7104376	31
7105057	7106371	12
7107112	7109622	24
7110153	7110154	1
7110879	7114435	19
7115694	7116895	11
7117580	7117835	4
7118441	7121625	18
7122372	7123287	9
7124015	7124378	3
7125537	7126329	8
7126834	7132821	35
7133537	7134237	6
7134836	7140367	56
7141727	7147437	100
7147969	7148098	4
7148781	7149112	3
7149646	7150748	6
7151303	7151304	1
7152366	7156705	30
7157989	7158535	3
7159155	7163093	28
7164094	7164130	2
7164899	7167461	12
7168077	7168124	2
7168730	7174491	30
7175130	7175131	1
7175641	7183125	108
7183631	7188158	39
7188722	7193062	26
7193649	7193819	3
7194674	7194675	1
7195519	7202939	189
7203779	7206752	13
7207316	7207327	2
7208349	7210392	18
7210960	7212404	17
7213117	7214434	8
7214945	7214946	1
7215460	7218132	29
7218868	7220750	20
7221760	7222753	6
7223817	7224608	5
7225273	7225458	2
7226273	7227192	10
7227709	7231203	25
7231712	7232724	15
7233311	7235270	13
7235793	7237301	12
7237868	7243144	48
7243758	7246248	17
7246793	7249790	24
7250596	7250597	1
7251495	7258612	80
7259134	7261200	20
7261832	7264448	16
7265021	7268190	28
7268866	7271029	19
7271646	7274237	21
7274914	7290789	367
7291304	7300041	123
7300588	7311256	380
7312006	7312585	4
7313123	7313124	1
7314308	7318377	35
7319527	7321142	12
7322031	7322715	4
7323646	7330367	50
7330914	7333824	20
7334355	7337660	25
7338159	7339086	9
7339608	7339931	4
7340734	7340891	2
7341401	7346103	31
7346650	7346725	2
7347263	7354623	67
7355129	7356248	10
7356831	7359735	34
7360237	7364931	32
7365514	7368422	34
7368924	7369095	4
7369601	7370720	10
7371303	7373973	33
7374475	7374950	9
7375534	7377674	17
7378176	7381080	34
7381663	7383803	17
7384305	7387208	34
7387791	7388910	10
7389416	7389587	4
7390089	7392997	34
7393580	7394699	10
7395204	7395376	4
7395878	7398783	34
7399366	7400486	10
7400992	7401163	4
7401665	7404573	34
7405156	7406272	10
7406778	7406950	4
7407452	7410362	34
7410945	7412065	9
7412571	7412742	4
7413244	7416148	34
7416731	7417847	10
7418353	7418524	4
7419026	7421934	35
7422517	7422788	5
7423301	7423302	1
7423808	7423979	4
7424481	7427387	33
7427971	7429091	10
7429768	7429939	4
7430441	7433347	34
7433930	7435049	10
7435556	7435727	4
7436229	7439133	34
7439716	7440835	10
7441341	7441512	4
7442014	7444918	33
7445501	7446620	10
7447127	7447298	4
7447800	7450708	34
7451291	7452411	9
7452918	7453090	4
7453592	7456499	35
7457083	7458206	10
7458713	7458884	4
7459386	7462290	35
7462873	7463992	10
7464498	7464669	4
7465171	7468075	32
7468658	7469777	10
7470284	7470455	4
7470957	7473858	33
7474441	7475561	10
7476067	7476239	4
7476741	7479645	34
7480230	7481349	10
7481855	7482026	4
7482528	7485438	34
7486021	7487140	10
7487817	7487988	4
7488490	7491399	35
7491982	7492253	5
7492766	7492767	1
7493273	7493444	4
7493946	7496848	35
7497431	7498550	10
7499056	7499227	4
7499729	7502633	34
7503216	7504335	10
7504841	7505012	4
7505514	7508422	34
7509005	7510121	10
7510627	7510798	4
7511300	7514204	35
7514787	7515572	6
7516078	7516249	4
7516751	7519657	34
7520240	7521360	10
7521866	7522037	4
7522539	7525443	34
7526027	7526991	9
7527652	7527823	4
7528325	7531229	34
7531812	7532931	10
7533437	7533608	4
7534111	7537016	34
7537600	7538719	10
7539225	7539396	4
7539898	7542809	33
7543393	7544513	10
7545018	7545189	4
7545692	7548597	33
7549180	7550299	10
7550803	7550974	4
7551476	7554379	34
7554962	7557100	16
7557602	7560507	34
7561090	7562210	10
7562714	7562885	4
7563387	7566293	34
7566876	7567996	10
7568502	7568673	4
7569175	7570896	20
7571481	7572600	10
7573106	7573277	4
7573780	7576683	34
7577267	7578387	10
7578893	7579064	4
7579563	7582468	34
7583051	7585871	33
7586455	7587574	10
7588251	7588422	4
7588924	7591828	33
7592411	7594546	17
7595048	7597953	35
7598536	7599656	10
7600162	7600333	4
7600836	7602039	12
7602545	7604740	23
7605242	7605413	4
7605919	7607036	9
7607804	7610694	32
7611196	7611367	4
7612196	7613160	9
7613743	7616651	34
7617153	7617324	4
7618003	7619122	10
7619705	7622609	33
7623108	7623276	4
7623782	7626606	20
7627189	7630069	45
7630635	7632269	10
7632786	7636008	35
7636568	7638869	33
7639565	7640020	8
7640593	7643109	20
7643614	7644957	14
7645642	7645961	4
7646478	7647876	17
7648513	7650709	26
7651243	7653509	15
7654079	7654080	1
7654713	7657536	21
7658127	7669134	110
7669882	7675910	79
7676459	7684027	70
7684539	7693142	104
7693726	7711790	193
7712292	7719494	67
7719998	7730885	82
7731495	7756975	271
7757554	7805096	501
7805687	7822668	171
7823185	7823693	6
7824341	7829356	30
7830089	7831108	10
7831850	7837412	63
7838004	7859704	208
7860214	7878762	150
7879321	7882162	18
7882670	7884179	10
7884743	7902854	146
7903367	7905225	17
7905735	7912826	65
7913595	7913919	4
7914495	7917181	29
7917835	7936989	157
7937650	7946531	80
7947048	7952696	51
7953216	7958043	41
7958825	7959360	11
7959942	7966616	91
7967564	7968857	20
7969672	7979007	121
7979591	7985702	67
7986208	7987728	17
7988330	7988331	1
7988980	7989111	3
7989859	7997252	110
7998039	7999609	13
8000164	8000414	6
8000950	8006040	55
8006608	8006609	1
8007302	8007565	3
8008101	8012006	35
8012584	8014080	15
8014580	8015282	8
8015787	8016587	6
8017719	8030060	415
8030562	8039921	81
8040528	8042153	10
8042725	8044373	15
8045114	8047033	15
8047656	8061632	162
8062409	8062661	5
8063485	8064486	5
8065073	8065457	6
8065980	8068251	13
8068783	8069748	8
8070395	8083095	251
8083815	8085080	16
8086026	8086027	1
8086892	8086929	2
8087556	8096443	231
8097027	8097028	1
8097926	8108194	88
8109159	8109160	1
8109709	8109843	3
8110467	8115029	72
8115617	8124786	78
8125445	8128991	45
8129536	8129859	8
8130375	8130750	3
8131335	8131858	9
8132484	8139129	111
8139766	8140139	5
8140759	8142123	14
8142906	8148532	42
8149066	8152523	33
8153207	8153656	5
8154225	8154226	1
8155158	8157489	34
8158188	8161584	41
8162098	8162959	9
8163511	8163586	2
8164087	8165578	12
8166631	8169147	28
8169771	8171683	11
8172192	8174983	29
8175592	8175999	5
8176512	8176513	1
8177023	8178197	8
8178706	8179035	5
8180127	8180128	1
8180646	8181597	5
8182327	8182979	5
8183966	8184659	5
8185347	8187131	11
8188252	8188265	2
8189495	8195833	52
8196382	8200232	26
8201034	8204459	22
8205177	8205432	6
8205940	8206545	4
8207097	8208558	11
8209627	8210820	8
8211779	8230871	365
8231539	8248320	411
8248860	8257978	277
8258597	8259201	5
8259706	8262855	19
8263480	8263481	1
8264312	8265145	7
8265654	8267172	17
8267753	8268182	4
8268724	8268725	1
8269864	8275010	38
8276820	8277013	3
8277528	8277529	1
8278680	8279754	9
8280283	8282358	21
8283598	8285071	14
8285680	8291477	49
8292097	8292237	3
8293035	8300640	57
8301310	8302095	5
8302630	8303049	3
8303893	8306652	19
8307495	8307850	3
8308435	8308893	9
8309410	8310614	8
8311216	8316171	37
8316960	8317326	4
8317927	8319229	9
8320302	8321067	4
8321603	8322196	6
8322832	8322888	2
8323572	8324229	15
8324811	8327863	22
8328513	8337716	76
8338261	8340832	22
8341427	8348592	75
8349099	8357881	196
8358390	8358424	2
8358946	8361482	17
8361997	8362668	8
8363347	8363865	4
8364380	8367459	19
8368050	8368051	1
8368947	8368948	1
8369452	8375508	104
8376086	8378225	41
8379161	8380821	12
8381338	8381872	4
8382391	8384698	19
8385346	8386647	15
8387169	8387244	2
8387750	8390376	26
8390918	8397680	60
8398312	8620207	5475
8620951	8620952	1
8621897	8623129	12
8623859	8631133	62
8631876	8634575	26
8635158	8640574	54
8641104	8651539	85
8652147	8654070	10
8655176	8655252	2
8655896	8656552	10
8657475	8659217	62
8659810	8663922	46
8664496	8664629	4
8665205	8665286	2
8666243	8666992	6
8667545	8668683	6
8669292	8670301	7
8670834	8672469	19
8673141	8673410	8
8674523	8678541	62
8679317	8680987	23
8681576	8687547	62
8688342	8689599	17
8690165	8690835	14
8691495	8701308	153
8701841	8704212	23
8704746	8710790	61
8711605	8711606	1
8712387	8712593	4
8713111	8714880	14
8715971	8718421	17
8718951	8719162	5
8719676	8722677	23
8723239	8725736	46
8726526	8729218	26
8729801	8730172	9
8730672	8730673	1
8731172	8733747	12
8734318	8734319	1
8735568	8735743	2
8736318	8737715	10
8738847	8742447	23
8743350	8751163	86
8751716	8752761	4
8753294	8753676	3
8754776	8755706	6
8756280	8756627	3
8757221	8757222	1
8757813	8762554	32
8763069	8765539	17
8766099	8766305	2
8766920	8768118	7
8768726	8770187	10
8771030	8771246	5
8771944	8773785	8
8774645	8774829	5
8775339	8775340	1
8776232	8778036	13
8778633	8779565	10
8780417	8783230	26
8783762	8785991	13
8787092	8787222	2
8787925	8790624	21
8791175	8795593	54
8796102	8796887	10
8797495	8801840	38
8802511	8805890	50
8807100	8811848	42
8812410	8818445	64
8819231	8820496	13
8821023	8828668	223
8829437	8829896	5
8830416	8830958	7
8831598	8831659	3
8833033	8833034	1
8833593	8833968	3
8834527	8834865	3
8836173	8836174	1
8837139	8842394	51
8842894	8843659	3
8844352	8846379	12
8847304	8850878	111
8851693	8852134	3
8853083	8853098	2
8854047	8864510	136
8865230	8867058	14
8868043	8872722	31
8873384	8873523	2
8874533	8875764	8
8876322	8876712	4
8877274	8885838	53
8886399	8886635	3
8887257	8887258	1
8887942	8888737	5
8889445	8890901	8
8891667	8892428	7
8892934	8894534	9
8895119	8895527	5
8896037	8897637	28
8898554	8899123	5
8899775	8901320	11
8902153	8903299	9
8903851	8904547	6
8905152	8907221	21
8907725	8909080	12
8909858	8915573	41
8916116	8920504	25
8921285	8925144	25
8925644	8925929	2
8926467	8926633	3
8927503	8928148	4
8928933	8929609	4
8930131	8930209	2
8930926	8936540	25
8937368	8938310	4
8938962	8941947	17
8942581	8944689	45
8945498	8946421	9
8947218	8950430	24
8951019	8952273	14
8953605	8953707	2
8954777	8955370	3
8956107	8956108	1
8956669	8957172	3
8957775	8958289	4
8958792	8958793	1
8959370	8960750	9
8961453	8961534	2
8962479	8962492	2
8963008	8966239	18
8967188	8968514	14
8970657	8970869	3
8971591	8975159	27
8975977	8976836	9
8977521	8978109	6
8978895	8980651	15
8981834	8982422	5
8983445	8984431	10
8985257	8987657	11
8988171	8990343	20
8991416	8991678	3
8992451	8992452	1
8993263	8993972	5
8994624	8995617	11
8996277	8997236	9
8997797	8997972	2
8998656	8999534	4
9000034	9002853	37
9003390	9008729	50
9009330	9014615	36
9015577	9016389	7
9017160	9018101	14
9018724	9018984	4
9019532	9022831	20
9023504	9028799	35
9029554	9031958	16
9032677	9034076	10
9034661	9036465	12
9036989	9037748	7
9038284	9038511	2
9039100	9045353	52
9045884	9049281	33
9049939	9052239	26
9053271	9053272	1
9053801	9054596	5
9055566	9062302	47
9062885	9065077	19
9066554	9066736	3
9067795	9068900	10
9069536	9069753	3
9070275	9070707	4
9071354	9071553	2
9072131	9073945	21
9074681	9074746	2
9075277	9076422	7
9077077	9079289	11
9079941	9080719	7
9081220	9081322	3
9082834	9083548	4
9084109	9084509	4
9085256	9085257	1
9086523	9086524	1
9087809	9090702	19
9091259	9091784	6
9092374	9095845	23
9096622	9101648	41
9102331	9103446	7
9104082	9105153	13
9105690	9108915	29
9109720	9110486	7
9111210	9113988	22
9114715	9115479	12
9116000	9124766	83
9125417	9125869	4
9126581	9127600	18
9128298	9131030	15
9131760	9131761	1
9132539	9132540	1
9133134	9133493	3
9134213	9134579	2
9135100	9141336	58
9141858	9146567	42
9147178	9147913	4
9148501	9151816	39
9152535	9152735	3
9153304	9158276	84
9158909	9161647	26
9162425	9163986	9
9164736	9175022	94
9175629	9180554	52
9181272	9185100	43
9185672	9186949	13
9187604	9188208	8
9188883	9198136	77
9198705	9201887	59
9202456	9203125	9
9204233	9207340	37
9207907	9211241	41
9211865	9213712	18
9214227	9215415	12
9215942	9225846	127
9226394	9235173	116
9235982	9239409	47
9240137	9240965	5
9241807	9251538	197
9252093	9252822	15
9253450	9276616	252
9277567	9277873	5
9278727	9284555	47
9285140	9291378	193
9291881	9293240	16
9293916	9297481	35
9298352	9299225	7
9299760	9299822	2
9300526	9302773	17
9303324	9318616	165
9319126	9326862	162
9327875	9336449	87
9337176	9337177	1
9338083	9340334	13
9340977	9340978	1
9341632	9343605	25
9344290	9346339	10
9347061	9353689	70
9354208	9354219	2
9354945	9356266	13
9356803	9356993	3
9357599	9358543	5
9359202	9362094	35
9362830	9365596	28
9366211	9381236	220
9383266	9384815	15
9385384	9385423	2
9386359	9390171	23
9390848	9390849	1
9391353	9393509	28
9394344	9396534	16
9397079	9399234	12
9399962	9400503	5
9401270	9401672	3
9402179	9404262	29
9404770	9407964	109
9408648	9412710	45
9413262	9416828	49
9417400	9417901	3
9418651	9419187	5
9419915	9421116	11
9421836	9423165	8
9423907	9425823	14
9427003	9427388	6
9427969	9430116	15
9430620	9434270	32
9435110	9435241	2
9435882	9437413	13
9437917	9437918	1
9438540	9443174	40
9443815	9448386	33
9449019	9450925	12
9451510	9452466	4
9452974	9454227	11
9454887	9454888	1
9455413	9455734	9
9456295	9459077	33
9459581	9459930	2
9462453	9466601	31
9467127	9468733	20
9469421	9471075	16
9471648	9483179	67
9483843	9483979	3
9484495	9484873	9
9486032	9487984	24
9488859	9489010	2
9489542	9493433	47
9493952	9493953	1
9494775	9497089	18
9497859	9500322	28
9500913	9500914	1
9501478	9503346	15
9503926	9505674	29
9506282	9506593	2
9507150	9507605	4
9508196	9509830	16
9510546	9511438	9
9512061	9516722	35
9517375	9518618	10
9519270	9519638	8
9520205	9524472	40
9525076	9525797	6
9526420	9527859	14
9528366	9535982	196
9536601	9539609	30
9540170	9543044	40
9543632	9543892	11
9544392	9546930	31
9547470	9548074	5
9549008	9550075	8
9550735	9551095	3
9551599	9558164	67
9559093	9563291	30
9563945	9564664	13
9565506	9566938	14
9567477	9571462	28
9572163	9573725	22
9574329	9574330	1
9575132	9579050	37
9579737	9581356	12
9582032	9582159	3
9583065	9585192	30
9585776	9587976	30
9588560	9589772	23
9590342	9593323	26
9593862	9594924	7
9595749	9599885	39
9600527	9605139	45
9605649	9606282	9
9607250	9609508	14
9610091	9610928	7
9611441	9613499	12
9614046	9615356	9
9615868	9616163	9
9616835	9617278	9
9618612	9619204	5
9619867	9625184	47
9625744	9631494	59
9632282	9632709	2
9633472	9637190	28
9637736	9640290	28
9640960	9648424	61
9649228	9649647	4
9650322	9652997	22
9653628	9653741	4
9654378	9654793	4
9655309	9656283	8
9657155	9657205	3
9657750	9662396	51
9663040	9663334	2
9664273	9675162	117
9675739	9676764	15
9677580	9682100	38
9682879	9686621	59
9687123	9688244	11
9689145	9692721	34
9693455	9693456	1
9694023	9695508	20
9696295	9701016	36
9701728	9707910	38
9709029	9709684	9
9710264	9712131	17
9713943	9719107	35
9719962	9723788	42
9724463	9724813	6
9725538	9725789	6
9726317	9726551	4
9727055	9728505	13
9729412	9735152	38
9736171	9736349	3
9736882	9738957	16
9739580	9740368	5
9741143	9743869	29
9744837	9745407	4
9745950	9750563	94
9751404	9754395	20
9755008	9755009	1
9755529	9755530	1
9756113	9756313	3
9756853	9756854	1
9757377	9757835	7
9759304	9759722	22
9760816	9762056	12
9762624	9762625	1
9763324	9764416	13
9765221	9765882	6
9766831	9766944	2
9767541	9768522	9
9769106	9770413	37
9771191	9778855	183
9779461	9783350	34
9783871	9794002	86
9794546	9797424	27
9798147	9798633	9
9799531	9800097	5
9800623	9800624	1
9801166	9803804	20
9804415	9805116	5
9805624	9808321	19
9808879	9809558	5
9811010	9813512	13
9814414	9814706	4
9815421	9815478	2
9816180	9818113	15
9818667	9820655	17
9821429	9824395	24
9825218	9828027	20
9828904	9828905	1
9829558	9831402	18
9832177	9832236	2
9832763	9833159	3
9834266	9835107	6
9835683	9837361	11
9838070	9839424	14
9840454	9842180	17
9842873	9842874	1
9843573	9844745	15
9845428	9846584	11
9847189	9848047	5
9848689	9851052	37
9851750	9852217	4
9852817	9858412	42
9858971	9861201	33
